ID,Ngày thu thập,Quốc gia,Loại robot,Dạng robot/use case,RFQ family,Custom assembly,Custom part,Geometry/feature,Coverage cell,Bought-in vs custom,Material grade,Primary process,Secondary process,Finish/coating,Heat treatment,Welding requirement,General tolerance,Critical tolerance,GD&T,Critical interface,Bearing/shaft fit,Motor/gearbox/flange interface,Thread/insert/fastening,Assembly requirement,Critical characteristic,Inspection method,Inspection equipment,FAI requirement,Material cert/traceability,Functional/leak/pressure test,Lifecycle stage,Revision intensity,Failure/rework reason,Repeat/replacement,Single/multi-process,Tooling/NRE need,Raw claim/fact,Source URL,Source type,Publication date,Confidence,Fact/inference/hypothesis,Conflict/contradiction,Unknown/gap,Notes
R0057,2026-09-20,US,Cross-category (prototype-to-production transition),Additive-vs-machined process choice across the prototype/low-volume/production lifecycle,prototype multi-part assembly,Multi-part assembly transitioning across lifecycle stages,Structural/mechanism parts re-sourced by process as volume/design-stability changes,unknown,single/multi-process x tooling/NRE (lifecycle-stage process-selection logic),Custom,unknown,3D printing (early iteration) transitioning to CNC machining (production-intent builds),unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,"Design stability (whether the part is still absorbing structural changes between revisions) is the named criterion for whether a part is ready to move to hard/production tooling, independent of launch-date pressure",unknown,unknown,unknown,unknown,unknown,Prototype transitioning to low-volume/production,"A machined prototype run typically takes 5-10 business days and costs more per part than an equivalent 3D-printed geometry, so additive is reserved for early iteration while a design is still changing, and machining is reserved for production-intent builds once revisions slow","Committing to hard tooling or production machining while a design is still absorbing structural changes between revisions is named as a timing mistake, regardless of schedule pressure",unknown,unknown,"Soft/bridge tooling used as an intermediate step before hardened production-grade tooling, timed to when demand/design-stability justifies the investment; switching manufacturing process (not just supplier) is described as the real content of the prototype-to-production transition, alongside moving from manual/low-rate assembly to a repeatable, documented build process","A machined prototype run typically takes 5-10 business days and costs more per part than an equivalent 3D-printed geometry, so additive methods are used for early iteration while a design is still changing and machining is reserved for production-intent builds; the prototype-to-production transition itself is described as a switch from soft/bridge tooling to hardened production tooling and from manual/low-rate assembly to a repeatable documented build process, with design stability (not launch-date pressure) as the deciding readiness criterion.",https://www.fictiv.com/articles/transitioning-from-prototype-to-low-volume-and-mass-production-a-comprehensive-guide-with-expert-insights ; https://www.simplemachining.com/blogs/rapid-prototyping-guide-methods-materials-and-process-selection,Manufacturing-platform technical guides (Fictiv + SimpleMachining),"2026, retrieved 2026-09-20",vendor-claimed,fact,none,Not tied to a named robot-OEM program's actual transition timeline,Directly answers the issue's 'prototype/pilot/low-volume/production' lifecycle-stage field with concrete process-selection logic and lead-time numbers
R0058,2026-09-20,unknown (academic/industry analysis),Humanoid/general-purpose,Humanoid-robot BOM cost concentration and actuator-standardization assembly strategy,prototype multi-part assembly,"Full humanoid multi-part assembly (joints, actuation, structure)","Multiple actuator units of a single standardized type, stacked/reused across shoulder, hip, and neck joints",unknown,custom assembly x tooling/NRE (BOM/standardization strategy),Actuators largely bought-in/standardized components; structural housings custom per joint location,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,"Multiple actuators of a single standardized type stacked together in different joint locations (shoulders, hips, neck) rather than using a bespoke actuator design per joint","Actuation (motors, gearboxes, joint assemblies) accounts for roughly 40-60% of total humanoid-robot BOM cost, making actuator standardization the single highest-leverage assembly-strategy decision",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,"Using a single standardized actuator type across multiple joints is stated to simplify spare-parts logistics (i.e., repeat/replacement sourcing) as a direct design goal",unknown,unknown,"Actuation (motors, gearboxes, joint assemblies) accounts for roughly 40-60% of total humanoid-robot bill-of-materials cost; using a single standardized actuator type reduces BOM complexity, streamlines thermal management, and simplifies spare-parts logistics, with multiple instances of that same actuator stacked together in joints such as shoulders, hips, and neck.",https://arxiv.org/pdf/2304.04949,Academic/arXiv paper (Tesla Optimus case analysis),"2023 (arXiv), retrieved 2026-09-20",documentation_verified,fact,none,"BOM percentage is a named-program (Tesla Optimus) analysis by outside researchers, not an Optimus-internal disclosed figure; geometry/tolerance/process detail unknown","Fills the 'custom assembly' and repeat/replacement (spares logistics) cells for a named humanoid program via independent academic analysis, distinct from Pass-3's Unitree-only named-humanoid sourcing"
R0059,2026-09-20,US,Cross-category (sheet-metal structural base/frame),Rib/gusset reinforcement design for sheet-metal structural panels,sheet-metal enclosure,unknown,Sheet-metal base plate/bracket with formed ribs or added gusset reinforcement,Formed rib with smooth fillet transition at its base; gusset plate at a corner/bend/joint/load point,geometry/feature x critical characteristic (stiffening without added mass),Custom,unknown,Sheet-metal forming (progressive ribs),Welded gusset addition where needed,unknown,unknown,"Reinforcing ribs/gussets sometimes welded onto gusset plates, but additional weld notches have an unfavorable effect on fatigue strength -- a smooth gusset-plate-end profile is recommended for fatigue strength",unknown,unknown,unknown,Rib-to-panel or gusset-to-corner load path,unknown,unknown,unknown,"Ribs designed with smooth transitions (fillets at the rib base, no extremely narrow rib widths) and placed thoughtfully across the panel for uniform reinforcement","Progressive ribs and gussets add stiffness/buckling resistance without added material weight, but poorly designed notches at gusset ends reduce fatigue strength",unknown,unknown,unknown,unknown,unknown,unknown,unknown,Sharp/narrow rib transitions or notched gusset-plate ends are named fatigue-strength risks requiring redesign,unknown,unknown,unknown,"Progressive ribs formed into sheet-metal panels (with fillets at the rib base and no extremely narrow rib widths, placed thoughtfully for uniform reinforcement) add stiffness/buckling resistance without added weight; gusset-plate reinforcement is used at corners/bends/joints/load points to resist bending or twisting, but additional weld notches at gusset ends have an unfavorable effect on fatigue strength, so a smooth profile at the gusset-plate ends is recommended.",https://atlasmfg.com/blog/atlas-tech-talk-progressive-ribs-in-sheet-metal-strengthening-without-added-weight/ ; https://www.sciencedirect.com/topics/engineering/corner-joint,Fabricator technical guide + engineering reference (ScienceDirect Topics),"2026, retrieved 2026-09-20",vendor-claimed,fact,none,Not tied to a named robot-OEM chassis/enclosure panel; generic sheet-metal stiffening design guidance,"Adds a distinct geometry/critical-characteristic data point for structural (load-bearing) sheet-metal parts, as opposed to the earlier bend-radius/tolerance-only records"
R0060,2026-09-20,US,Cross-category (sheet-metal enclosure),Laser-cut-and-bend vs progressive-die stamping process-selection economics,sheet-metal enclosure,unknown,Sheet-metal enclosure panel/cover,unknown,lifecycle x tooling/NRE (prototype-to-production process crossover),Custom,unknown,Laser cutting + press-brake bending (prototype/low-volume),Progressive-die stamping (high volume),unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,"Process crossover point is determined by production volume, not part geometry",unknown,unknown,unknown,unknown,unknown,Prototype/low-volume (laser+bend) transitioning to production (progressive die) at higher volume,unknown,unknown,unknown,unknown,"Simple blanking dies run $3,000-$8,000; production progressive dies with multiple forming stations run $15,000-$80,000; stamping tooling generally pays off in the tens-of-thousands-of-parts-per-year range; below ~500 pieces laser-cut-and-bend has lower total cost, above ~5,000 pieces stamping economics dominate; integrated (vertically-integrated) shops offer 7-14 day prototype turnaround by removing vendor handoffs that otherwise add 5-10 days","For sheet-metal enclosures, laser-cutting-then-bending is the default for prototyping and low-volume production, while progressive-die stamping wins at higher volume; simple blanking dies cost $3,000-$8,000 and multi-station production progressive dies cost $15,000-$80,000, with the crossover generally in the tens-of-thousands-of-parts-per-year range (below ~500 pieces, laser+bend has lower total cost; above ~5,000 pieces, stamping economics dominate); integrated fabrication shops offer 7-14 day prototype turnaround versus 5-10 additional days added by vendor handoffs in a non-integrated supply chain.",https://www.insidemetalfab.com/technical-news/sheet-metal-fabrication-cost/ ; https://fabcon.com/articles/sheet-metal-fabrication/rapid-prototyping-cost-sheet-metal/,"Fabricator technical/cost guides (independent, distinct vendors)","2026, retrieved 2026-09-20",vendor-claimed,fact,none,Not tied to a named robot-OEM's actual tooling spend; generic industry cost/volume data,"Fills the tooling/NRE lifecycle cell for this family with real dollar figures and volume breakpoints, previously entirely absent"
R0061,2026-09-20,US/Global standard (ISO),Cross-category (vision-equipped robot),Lens-to-mount thread tolerance causing optical-axis (image-plane) tilt,sensor/camera mount,Camera module,Lens mount / lens-holder thread interface (M12/S-mount) machined into or bonded to a robot vision-module housing,"M12x0.5 threaded lens bore in a machined mount, or M12-to-CS-mount adapter thread",sensor/camera alignment interface x thread/insert/fastening,Custom mount housing; lens/adapter bought-in,unknown,CNC machining (threaded bore),unknown,unknown,unknown,None,unknown,"M12 lens thread tolerance can be calculated using ISO 965-1 (general-purpose metric screw thread tolerances), though not explicitly defined by a dedicated lens-mount standard","unknown (thread-fit tolerance, not a formal GD&T callout, controls this interface)",Lens-to-mount thread interface controlling image-plane tilt,unknown,unknown,M12x0.5 male thread on the lens mates to a female thread in the holder/housing; an M12-to-CS-mount adapter threads into a CS-mount body and adds purely mechanical axial separation (no optical element),"Correct torque between lens and mount threads is required; improper torque or thread-tolerance mismatch leaves the lens sitting at a slight angle, producing image-plane tilt (one side of the image sharp, the other blurry)",Matched effective focal length (EFL) tolerance between left/right lenses in a stereo pair is important -- mismatched EFL degrades calibration and reduces depth-accuracy,unknown,unknown,unknown,unknown,unknown,unknown,unknown,"Thread-tolerance mismatch or improper installation torque between lens and mount causes image-plane tilt (blurred image corners/sides), a documented failure mode distinct from the mount-bracket-level flatness/parallelism issues already captured for this family",unknown,unknown,unknown,"M12 (S-mount) lenses use an M12x0.5 thread whose fit tolerance can be calculated per ISO 965-1 general-purpose metric screw-thread tolerances (no dedicated lens-mount standard exists); improper torque or thread-tolerance mismatch between lens and mount leaves the lens at a slight angle, causing image-plane tilt (blurred image corners/sides); an M12-to-CS-mount adapter (CS-mount flange focal distance 12.526mm, C-mount 17.526mm) threads into the CS body adding purely mechanical axial separation with no optical element; matched EFL tolerance between stereo-pair lenses is important because mismatch degrades calibration and depth accuracy.",https://commonlands.com/blogs/technical/lens-mount-guide-m12-vs-cmount-vs-csmount ; https://www.edge-ai-vision.com/2024/09/m12-lenses-enable-easy-customization-of-board-cameras/,Named optics-component-supplier technical guide (Commonlands Optics) + industry trade press (Edge AI and Vision Alliance),"2024-09, retrieved 2026-09-20",documentation_verified,fact,none,"Not tied to a named robot-OEM's vision module; generic machine-vision optics engineering practice, citing a real ISO standard by number","Adds a distinct, previously-uncovered optical-interface failure mode (thread-fit-induced image tilt) for this family, citing a real standard (ISO 965-1) by number"
R0062,2026-09-20,US/Global (named metrology-OEMs),Cross-category (robot joint with rotary encoder feedback),Encoder disc/mount runout and concentricity tolerance,sensor/camera mount,Joint feedback module,"Encoder disc mounted to the rotating output shaft, read by a stationary sensor/mask mounted to the motor case","Rotating code-disc pattern concentric to a stationary mask/sensor pattern, with no inherent concentric reference between the rotating and stationary halves","sensor/camera alignment interface x critical tolerance (encoder-specific, cross-relevant to shaft/bearing/motor-mount family)",Bought-in encoder; custom mounting interface machined to the encoder manufacturer's tolerance spec,unknown,CNC machining (mount interface),unknown,unknown,unknown,None,unknown,"Axial and radial runout must be held within the encoder's stated allowable range; because the code disc is mounted directly to the rotating shaft, shaft runout and endplay are transmitted directly to the encoder, making its mounting tolerances tighter than a typical bearing-only interface",Concentricity between the rotating disc pattern and stationary mask pattern controls both shaft-position error and phase error,Encoder disc-to-sensor/mask alignment on the motor/joint output shaft,Runout/endplay of the shaft-bearing assembly directly determines achievable encoder mounting tolerance,unknown,unknown,unknown,"Excess axial runout can cause the encoder disc to physically contact the sensor, damaging the disc lines or the sensor PCB; magnetic encoders are more forgiving of shaft runout/vibration/assembly variation than optical encoders because they use magnetic flux rather than a clear optical path",unknown,unknown,unknown,unknown,unknown,unknown,unknown,"Excess axial runout causing physical disc-to-sensor contact is a named, real encoder failure mode distinct from ordinary calibration drift",unknown,unknown,unknown,"Because an encoder's code disc mounts directly to the rotating output shaft while its sensor/mask mounts to the stationary motor case (with no inherent concentric reference between the two), shaft runout and endplay are transmitted directly to the encoder, making its mounting tolerances tighter than most bearing-only interfaces; excess axial runout can let the disc physically contact the sensor, damaging the disc or sensor PCB; magnetic encoders tolerate shaft runout/vibration/assembly variation better than optical encoders because they rely on magnetic flux rather than a clear optical path.",https://www.heidenhain.us/resources-and-news/importance-of-mounting-tolerances-for-modular-encoders/ ; https://www.mosrac.com/resources/blog/magnetic-encoders.html,Named metrology-OEM technical documentation (HEIDENHAIN) + component-supplier guide,"unknown, retrieved 2026-09-20",documentation_verified,fact,none,"Not tied to a named robot-OEM's specific joint encoder mount; generic, but from a named authoritative encoder-OEM (HEIDENHAIN)","Named-OEM (HEIDENHAIN, distinct from all other sources in this dataset) primary source; bridges sensor/camera-mount and shaft/bearing/motor-mount families since encoder mounting sits directly on the output shaft"
R0063,2026-09-20,US,AMR/mobile robot (battery-powered),Machined battery-module enclosure cell-pocket and sealing-surface tolerance,battery/electronics enclosure,Battery module enclosure,Machined aluminum battery tray/housing with cell-locating pockets and O-ring sealing groove,"Cell-locating pockets, bus-bar provisions, O-ring sealing groove, pocketed walls for weight reduction",geometry/feature x critical tolerance (independent numeric cross-check),Custom,6061-T6 or 7075-T6 aluminum plate,CNC machining with vacuum fixturing and custom soft jaws,unknown,unknown,unknown,None,Standard CNC aluminum tolerance +/-0.100 to +/-0.200 mm on general structural geometry/clearance passages/external enclosure features; battery-enclosure wall tolerances held within +/-0.1 mm while removing 30-40% of billet weight through pocketing,+/-0.001 in on general critical features and +/-0.0005 in on critical sealing surfaces and O-ring grooves for IP-rated battery enclosures,unknown,O-ring sealing groove; cell-locating pocket registration,unknown,unknown,unknown,unknown,Cell-pocket registration accuracy affects cell alignment/thermal-contact quality; sealing-groove tolerance directly controls IP-rating achievement,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,"EV/robot battery-module enclosures machined from 6061-T6 or 7075-T6 aluminum plate hold +/-0.001in on general critical features and +/-0.0005in on critical sealing surfaces/O-ring grooves for IP-rated designs; standard general-structural CNC tolerance runs +/-0.100 to +/-0.200mm, while battery-enclosure wall tolerances specifically are held within +/-0.1mm using vacuum fixturing and custom soft jaws while pocketing removes 30-40% of the original billet weight.",https://www.rivcut.com/cnc-machining/chattanooga/automotive/ev-battery-enclosures/ ; https://www.dazaocncmachining.com/news/aluminum-cnc-machining-tolerances-guide-85605706.html,"Manufacturing-platform technical guides (RivCut + Dazao, distinct vendors)","2026, retrieved 2026-09-20",vendor-claimed,fact,none,EV-industry sourcing applied to robot/AMR battery enclosures by analogy; not confirmed as a named robot OEM's own spec,Real numeric tolerance data corroborating (with more specific pocket/sealing-groove detail) Pass-3's CyberDiver battery-enclosure tolerance record
R0064,2026-09-20,Global standard (UN/IEC),Cross-category (any lithium-battery-powered robot),Battery-pack vibration/shock qualification testing standards,battery/electronics enclosure,Battery pack,"Complete battery pack/cell assembly (transport and consumer-device safety testing, not the enclosure part itself)",unknown,functional/leak/pressure test x FAI-equivalent (qualification testing standard),unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Standardized vibration and shock qualification testing per UN 38.3 (transport) and/or IEC 62133 (consumer/device safety),"Programmable mechanical shock tester, vibration test table",unknown,unknown,"UN 38.3 Test T3 (vibration) and Test T4 (shock: half-sine pulse, 150g peak/6ms for small cells or 50g peak/11ms for large batteries); IEC 62133 vibration (0.76mm amplitude, 10-55-10 Hz sweep at 1 Hz/min, 90+/-5 min per axis, 3 perpendicular axes) and shock (3 shocks per axis, ~75g average over first 3ms, 125-175g peak) -- IEC 62133-2:2017 removed vibration/shock/altitude requirements already covered by UN 38.3",Pre-production qualification / certification,unknown,unknown,unknown,unknown,Dedicated shock/vibration test equipment and certification cycle required before shipment,"Lithium battery packs are qualified against UN 38.3 (Test T3 vibration, Test T4 shock: half-sine 150g/6ms for small cells, 50g/11ms for large batteries) for safe transport, and against IEC 62133 (vibration: 0.76mm amplitude, 10-55-10Hz sweep at 1Hz/min over 90+/-5min per axis across 3 perpendicular axes; shock: 3 shocks per axis, ~75g average over the first 3ms, 125-175g peak) for consumer/device safety, with IEC 62133-2:2017 removing vibration/shock/altitude requirements already covered by UN 38.3 to avoid duplication.",https://www.intertek.com/batteries/un-38-3-testing/ ; https://www.ufinebattery.com/blog/comparing-un-38-3-and-iec-62133-test-conditions/,Named test/certification body (Intertek) + battery-industry technical explainer,"unknown, retrieved 2026-09-20",documentation_verified,fact,none,"Generic battery-pack qualification standard, not confirmed applied by a named robot OEM, but a real named test-lab source (Intertek) with concrete numeric test parameters","Fills the functional/pressure-test cell for this family with two real, numerically detailed, named international standards -- distinct from and more rigorous than Pass 3's evidence"
R0065,2026-09-20,US/Global standard (IPC/MIL),Cross-category (any robot electronics enclosure),Conformal coating specification for PCB moisture/environmental protection inside an electronics enclosure,battery/electronics enclosure,Electronics module inside enclosure,"PCB assembly, conformal-coated",unknown,"secondary process x finish/coating (electronics-level, distinct from housing anodize/paint)",Custom board; coating is a secondary process,unknown,unknown,"Conformal coating (spray, dip, or selective robotic application)","Conformal coating film 25-75 microns thick; common chemistries Acrylic (AR), Silicone (SR), Polyurethane (UR), UV-Curable (UV), Epoxy (ER), Parylene (XY -- CVD-applied, cited as increasingly preferred for demanding robotics applications)",unknown,unknown,unknown,unknown,unknown,Coating must avoid connectors and test points when applied selectively,unknown,unknown,unknown,"Selective robotic coating application specifically targets areas while avoiding connectors/test points; application performed at 15-30C, 40-60% RH per MIL-I-46058C","Coating protects against moisture, dust, chemicals, thermal/mechanical stress, and rough handling/jarring specifically called out for AMR deployment",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,"PCB conformal coating (25-75 micron polymeric film -- Acrylic, Silicone, Polyurethane, UV-cure, Epoxy, or CVD-applied Parylene) protects assemblies inside robot electronics enclosures from moisture, dust, chemicals, and mechanical/thermal stress, including bumps and jarring during AMR deployment; coatings must meet IPC-CC-830 insulation-resistance/durability standards, with application performed at 15-30C, 40-60% RH per MIL-I-46058C, and selective robotic application specifically avoids connectors and test points.",https://www.machinedesign.com/markets/robotics/article/21156269/nano-coatings-robots-need-protection-too ; https://jlcpcb.com/blog/conformal-coating-in-pcb-technology,Trade press (Machine Design) + PCB manufacturer technical guide (JLCPCB),"unknown, retrieved 2026-09-20",documentation_verified,fact,none,"Not tied to a named robot OEM's specific board; generic conformal-coating industry practice citing real named standards (IPC-CC-830, MIL-I-46058C)","Fills a previously-uncovered secondary-process/finish cell specific to the electronics inside the enclosure (distinct from the housing's own anodize/paint, already covered)"
R0066,2026-09-20,US,Cross-category (modular robot frame link),Aluminum extrusion tube link with press-fit end cap,joint/structural link,unknown,Extruded aluminum tube link with press-fit or fastened end cap,"Tube profile (OD, wall thickness, corner radius) mated to a precision-fit interference end cap",geometry/feature x critical tolerance (extrusion-link variant),Custom end cap machined/molded to match a bought-in standard extrusion,6063-T5 or 6061-T6 aluminum extrusion (typical for robotics structural extrusions),Extrusion (tube) + machining or molding (end cap),unknown,unknown,unknown,"None (press-fit, not welded)",unknown,"Two tubes with identical nominal OD can still differ in wall thickness, corner radius, or manufacturing tolerance; press/slip-fit tolerance is tighter than caliper measurement error, so calipers are explicitly called out as inadequate for verifying a press-fit dimension",unknown,Tube-to-end-cap interference fit,unknown,unknown,unknown,End cap designed to install securely without welding or adhesive; actual tube must be measured directly (not assumed from catalog nominal size) before ordering a matching cap,Manufacturing tolerance variation between nominally identical extrusion lots is large enough to cause a loose or proud-sitting end-cap fit if not directly measured,unknown (caliper measurement explicitly deemed inadequate for the actual press-fit tolerance; no adequate method specified in this source),unknown,unknown,unknown,unknown,unknown,unknown,End cap sits loose or proud when ordered against a nominal catalog dimension rather than the actual measured tube,unknown,Multi-process (extrude + machine/mold end cap),unknown,"Robotics structural links commonly use 6063-T5 or 6061-T6 aluminum extrusion tube fitted with a precision interference-fit end cap installed without welding or adhesive; because two tubes of identical nominal OD can differ in wall thickness, corner radius, or manufacturing tolerance, the actual tube must be measured directly (not assumed from catalog nominal size) before ordering a matching cap, and standard calipers are explicitly deemed inadequate for verifying true press/slip-fit tolerance since caliper measurement error exceeds the tolerance being checked.",https://nelsonscnc.com/blogs/news/how-to-measure-aluminum-tube-for-end-caps ; https://e-bi.com/choosing-the-right-aluminum-for-humanoid-robotics/,Fabricator technical guide + material-supplier technical article,"2026, retrieved 2026-09-20",vendor-claimed,fact,none,Not tied to a named robot-OEM link; generic modular-extrusion engineering practice,"Adds a distinct link sub-type (extrusion tube + end cap, versus the earlier CFRP-tube+bonded-fitting record) broadening this family's manufacturing-process coverage"
R0067,2026-09-20,"Global (named robot-OEM, ABB)",Industrial arm (any ABB robot),Named-OEM spare-parts/repair-vs-replace program for structural/mechanical robot parts,joint/structural link,unknown,Structural/mechanical robot components managed under a factory spare-parts program,unknown,repeat/replacement x failure/rework reason (fills Pass-3's flagged total gap on this field for this family),unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,"In-service (production robot fleet, spare-parts support)",unknown,unknown,"A part is judged 'beyond economic repair' (BER) and replaced outright, rather than repaired, once repair cost becomes a significant percentage of full replacement cost; a named major robot OEM (ABB) runs a factory-certified spare-parts and exchange-unit program with a 1-year warranty on parts, 1,600+ service staff across 50+ countries, and same-day global shipment from 3 distribution centers, explicitly to support this repair-vs-replace decision at the fleet level",unknown,unknown,"A named major industrial-robot OEM (ABB) documents a factory-certified spare-parts and exchange-unit program (1-year part warranty, 1,600+ service staff in 50+ countries, same-day worldwide shipment from 3 distribution centers) to support repair-vs-replace decisions on fielded robots; the general repair-economics rule is that once repair cost reaches a significant percentage of full replacement cost, a part is classed 'beyond economic repair' (BER) and replaced outright.",https://new.abb.com/products/robotics/service/spare-parts-and-consumables ; https://robotsdoneright.com/Articles/what-robot-parts-should-be-kept-as-spares.html,Named robot OEM service documentation (ABB) + independent technical article,"unknown, retrieved 2026-09-20",documentation_verified,fact,none,"Generic fleet-service program, not a specific structural-link failure/repair case; no numeric BER threshold disclosed",Named-OEM (ABB) primary source filling the repeat/replacement cell this family and several others lacked concrete named-OEM evidence for
R0068,2026-09-20,"Global (named pneumatic-component OEM, AirTac)",Cross-category (industrial pick-and-place),Named commercial pneumatic gripper cycle-life and finger-length wear-rate spec,gripper jaw/finger,Pneumatic parallel gripper,Gripper jaw/finger driven by an internal guide/slide mechanism,Finger-mounting length beyond the manufacturer's rated maximum guide-overhang length,repeat/replacement x critical characteristic (real numeric cycle-life data),Bought-in standard catalog gripper; custom finger/jaw tips typically added,unknown,unknown,unknown,unknown,unknown,None,unknown,unknown,unknown,Internal guide/slide bearing surface supporting the jaw/finger,unknown,unknown,unknown,Custom finger length must stay within the gripper's rated maximum overhang to avoid accelerated guide wear,Exceeding the maximum allowable finger length can double the internal guide wear rate,unknown,unknown,unknown,unknown,unknown,Production (standard commercial pneumatic gripper),unknown,"Reduced gripping force (worn seals/damaged components), increased cycle time, excessive operating noise, and visible air leaks are named replacement-trigger symptoms","Named commercial air-gripper product (AirTac Type HFZ series) documented to last 4-9 million cycles under proper care and normal operating conditions; general industrial air-gripper cycle life is 3-8 million cycles in standard settings, dropping to 1-3 million cycles in harsh/high-frequency environments; lighter-duty grippers range from several thousand to hundreds-of-thousands of cycles, with small lightweight components in clean environments exceeding 100,000 cycles",unknown,unknown,"A named commercial pneumatic gripper product (AirTac Type HFZ series) is documented to achieve 4-9 million cycles under proper care and normal operating conditions; industrial air-gripper cycle life generally runs 3-8 million cycles in standard settings but drops to 1-3 million cycles in harsh/high-frequency use, while lighter-duty grippers range from several thousand to over 100,000 cycles for small lightweight components in clean environments; exceeding the manufacturer's rated maximum finger-mounting length can double the guide wear rate, and replacement is triggered by reduced grip force, longer cycle times, noise, or visible air leaks from worn seals.",https://www.wemedrive.com/blog/what-is-the-lifespan-of-air-grippers-1882231.html,Named pneumatic-component-OEM technical page (cites AirTac by name),"unknown, retrieved 2026-09-20",vendor-claimed,fact,none,"Cycle-life figures are the pneumatic gripper mechanism's own rating, not confirmed for a specific robot-OEM's own jaw/finger part",First real numeric cycle-count data for this family's repeat/replacement cell (Pass 3 had only a qualitative 'quick-change jaw sets exist' claim)
R0069,2026-09-20,US,Cross-category (industrial gripper selection),Gripper reliability/maintenance trade-off framework for jaw/finger design decisions,gripper jaw/finger,unknown,"Gripper jaw/finger sub-assembly (seals, O-rings, guide bushings, jaw slides)",unknown,failure/rework reason x critical characteristic (independent second numeric source),unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,"Internal seals, O-rings, guide bushings, jaw-slide bearing surfaces",unknown,unknown,unknown,unknown,"Seals, O-rings, guide bushings and jaw slides wear under cyclic loading at rates that vary by manufacturer and operating condition",unknown,unknown,unknown,unknown,unknown,In-service,unknown,"Internal wear components (seals, O-rings, guide bushings, jaw slides) are the named root cause of degraded gripper performance under cyclic loading, distinct from the external jaw-face wear already documented in Pass 3's tool-steel/hardness records","Seal replacement intervals vary by manufacturer and operating conditions, implying a scheduled internal-component replacement practice separate from full gripper/jaw replacement",unknown,unknown,"Beyond the external jaw/fingertip contact surface, a pneumatic gripper's internal seals, O-rings, guide bushings, and jaw slides wear under cyclic loading, with replacement intervals varying by manufacturer and operating conditions; this internal wear is a distinct failure/maintenance pathway from external jaw-face wear.",https://www.plctalk.net/forums/threads/durability-and-cycles-of-pneumatic-grippers-in-dusty-environments.73485/ ; https://reemanbot.com/posts/pneumatic-grippers-force-speed-and-maintenance-trade-offs-explained,Engineering forum (practitioner discussion) + independent robotics technical article,"unknown, retrieved 2026-09-20",vendor-claimed,fact,none,Not tied to a named OEM gripper's specific service data; generic pneumatic-gripper maintenance practice,"Distinguishes internal wear-component replacement from external jaw/fingertip replacement, broadening the repeat/replacement coverage cell"
R0070,2026-09-20,"US (named welding-OEM, Lincoln Electric)",Cross-category (robotic welding cell),Robotic-welding fixture locating-plane and spatter-clearance design rule,jig/fixture/EOAT,Robotic welding fixture,U-frame welding fixture with dowel-pin locators and clamping dogs,"U-frame stand with two locating pins per side, four support pads, four clamping bolts; locating plane offset below the lowest weld joint","geometry/feature x assembly requirement (welding-specific fixture, named-OEM source)",Custom,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Dowel-pin-to-workpiece locating interface,unknown,unknown,unknown,Locating features must remain accessible and cleanable since repeatable clamping is the foundation of weld-joint quality; the locating plane should sit at least 150 mm below the lowest weld joint to keep it out of the spatter cone,Spatter contamination of the locating plane degrades repeatability over the fixture's service life if the 150mm clearance rule is not followed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,"Locating-plane fouling by weld spatter, or inaccessible/uncleanable locating features, degrades fixture repeatability and weld-joint quality over time",unknown,unknown,unknown,"A common production robotic-welding-fixture design uses a U-frame stand with two locating dowel pins per side, four support pads, and four clamping bolts; locating features must stay accessible and cleanable because repeatable clamping is the foundation of weld-joint quality, and the locating plane should be positioned at least 150mm below the lowest weld joint specifically to keep it out of the weld-spatter cone.",https://www.lincolnelectric.com/en/Welding-and-Cutting-Resource-Center/Process-and-Theory/Fixturing-for-Robotic-Welding ; https://www.thefabricator.com/thefabricator/article/automationrobotics/design-objectives-for-robotic-welding-fixtures,Named welding-equipment OEM technical resource (Lincoln Electric) + trade press (The Fabricator),"unknown, retrieved 2026-09-20",documentation_verified,fact,none,"Generic robotic-welding-fixture practice, not tied to a specific named robot-OEM's own fixture","Named-OEM (Lincoln Electric) primary source, distinct from the earlier generic fixture-design-guide records for this family, with a concrete numeric spatter-clearance rule (150mm)"
