ID,Ngày thu thập,Quốc gia,Loại robot,Buyer/User,Use case,Lifecycle stage,Subsystem,Component,Material,Manufacturing process,Supplier/Company,Supplier country/region,China advantage signal,US/AU friction signal,Raw claim / fact,Source URL,Source type,Publication date,Exact evidence snippet / paraphrase ngắn,Confidence,Fact / Hypothesis / Inference,Missing / Unknown,Notes
R161,2026-09-19,US,Service robot,Food delivery platforms / university campuses / retailers,Sidewalk last-mile delivery robot,commercial,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,"Sidewalk delivery-robot fleets (Yango, Starship, Serve Robotics, Cartken, Coco) grew 3.2x from 2025 to Q2 2026; 30+ US states had delivery-robot laws enabling wider deployment as of early 2026; Starship reports 9M+ autonomous deliveries, 2,700+ robots, 150+ locations including 60+ US university campuses, targeting 12,000+ robots by 2027; Serve Robotics (spun out of Uber, 2021) deployed 1,000 3rd-gen robots by 2025, partnered with Uber Eats; Kiwibot rebranded to Robot.com (2025), 500+ robots across US/Canada/Middle East via Sodexo/Grubhub/Aramark partnerships; Coco Robotics targets 10,000 robots by end of 2026.",https://cxtms.com/blog/autonomous-delivery-robots-beyond-sidewalks-state-laws-last-mile-2026,industry publication,2026,Paraphrase captured directly in the Raw claim / fact column above (see Source URL for original wording).,medium,fact,No AU sidewalk-delivery-robot deployment or regulatory-status data located.,Substantially deepens Service robot category (Pass 1 + this pass's earlier rounds were market-size-only) with named-company unit-deployment figures and a state-regulatory-enablement data point.
R162,2026-09-19,US,Exoskeleton / wearable robot,"Automotive/aerospace manufacturers, logistics/warehouse operators",Passive/active exoskeleton for ergonomic support,commercial,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,"US exoskeleton market sized at US$1.02B in 2026 (North America overall projected US$1.37B in 2026); manufacturing (notably automotive/aerospace) accounts for 68% of exoskeleton shipments/revenue within the industrial segment, followed by construction, oil/gas, energy/utilities, agriculture and mining; upper-body exoskeletons hold 45.74% product-type share in 2026; NASA, Boeing and GM have deployed passive exoskeletons as standard warehouse-operations equipment; Toyota has deployed hundreds of Levitate Technologies-designed exoskeleton suits across US manufacturing plants.",https://www.fortunebusinessinsights.com/wearable-robotic-exoskeleton-market-104664,market research report,2026,Paraphrase captured directly in the Raw claim / fact column above (see Source URL for original wording).,medium,fact,No AU exoskeleton-market or deployment data located in this pass.,"New category added beyond the issue's named 8, per the issue's explicit allowance for an important additional category discovered during research -- exoskeletons are a distinct, well-evidenced US industrial-robotics-adjacent category with clear named OEM deployments (NASA/Boeing/GM/Toyota) not covered by any of the original 8."
R163,2026-09-19,China,"Multiple (humanoid, cobot, AMR)",unknown,unknown,N/A,Motion / actuator,Absolute/incremental rotary encoder,unknown,unknown,"Shanghai Hengxiang Optical Electronics (CN); Lorentzzi Electric (CN); Hansheng (CN, exports to 60+ countries incl. US and Australia); Kubler, Hengstler (DE); Koyo, Yokogawa (JP)","China (Shanghai Hengxiang, Lorentzzi, Hansheng); Germany (Kubler, Hengstler); Japan (Koyo, Yokogawa)","Multiple named China-based rotary-encoder manufacturers (Shanghai Hengxiang, Lorentzzi Electric, Hansheng) supply robotics-grade absolute/incremental optical and magnetic encoders; Hansheng specifically is named as exporting to 60+ countries including the US and Australia directly, i.e. a concrete, named China-to-AU encoder export channel (not just a general claim).",unknown,"China-based encoder manufacturers serve elevator, motor, CNC, textile, robot, wind-power, medical and assembly-line-equipment end markets; German (Kubler, Hengstler) and Japanese (Koyo, Yokogawa) manufacturers are named as the non-China incumbent alternative.",https://www.shhxgd.com/,company official site,unknown,Paraphrase captured directly in the Raw claim / fact column above (see Source URL for original wording).,low,supplier-claimed,No price or market-share comparison between Chinese and German/Japanese encoder makers located in this pass.,"Directly closes the issue's named 'encoder' component (Motion-chain example) with a named, AU-export-confirmed China supplier -- one of the few records in the dataset with an explicit, named China-to-Australia trade channel rather than a general China-to-US-market claim."
R164,2026-09-19,US,Multiple,unknown,unknown,N/A,Compute / controller,AI/edge chip fabrication (foundry capacity),unknown,unknown,"TSMC (Taiwan, HQ; Arizona fabs, US)","Taiwan (HQ, leading-edge capacity); US (Arizona, ramping)",unknown,unknown,"TSMC's first Arizona fab is operational, achieving yields 'as good as' its flagship Taiwan fab, and is manufacturing chips for NVIDIA's Blackwell AI processors -- the first time TSMC has produced cutting-edge AI silicon outside Taiwan; TSMC is investing a further US$100B in Arizona expansion (total project scope raised to US$265B), with a second fab moving in equipment, a third under construction, and preparatory work started on a fourth fab plus the site's first advanced-packaging facility; the completed Arizona footprint is planned at 12 fabrication/advanced-packaging facilities plus an R&D center.",https://www.enr.com/articles/63349-tsmc-arizona-megaproject-grows-to-265-billion,industry publication,2026-07,Paraphrase captured directly in the Raw claim / fact column above (see Source URL for original wording).,high,fact,"No figure located for what share of NVIDIA Jetson (robotics edge-AI) chips specifically will be fabricated in Arizona vs. Taiwan -- the Arizona ramp is documented at the general AI-chip level (Blackwell/data-center), not confirmed for the robotics-specific Jetson/Thor line.",Directly closes the gap flagged in this pass's Round 4 NVIDIA Jetson record ('NVIDIA is fabless -- actual chip fabrication not addressed') with the concrete US onshoring data point.
R165,2026-09-19,US,Multiple,unknown,unknown,N/A,Motion / actuator,"Rare-earth elements (mining + processing, upstream of NdFeB magnets)","Rare-earth oxides/metals (incl. neodymium, dysprosium, terbium, yttrium, holmium, erbium, thulium, europium, ytterbium)",unknown,unknown,unknown,"China controls ~90% of global rare-earth processing capacity (vs. a much less concentrated share of raw ore reserves) plus dominant shares of tungsten (80%) and antimony (60%); this processing dominance -- built over three decades of separating/refining/converting capacity -- makes China's rare-earth leverage structural and processing-based rather than simply resource-based, and falls almost entirely on the importing side.","China's first major 2025 rare-earth export-control wave (April 2025) placed 7 heavy rare-earth elements plus compounds/metals/magnets under mandatory licensing with end-use disclosure requirements; a second wave (extending to holmium, erbium, thulium, europium, ytterbium plus a sweeping foreign-direct-product rule requiring Chinese government approval for any product anywhere containing >=0.1% Chinese-origin rare earths or made using Chinese processing technology) was suspended for one year effective November 2026, but the original April 2025 controls remain fully operational; measured impact: yttrium shipments to the US fell to ~42% of pre-restriction volumes, dysprosium to ~41%, terbium to ~49%.","China's rare-earth export-control architecture in 2025-2026 operates through multiple mechanisms simultaneously: element-specific licensing, end-use disclosure, and (temporarily suspended) an extraterritorial foreign-direct-product rule -- with measured 40-50% shipment-volume drops to the US for several critical elements during the restriction period.",https://www.csis.org/analysis/rare-earth-export-restrictions-one-year-later,think tank / policy research publication (CSIS),2026,Paraphrase captured directly in the Raw claim / fact column above (see Source URL for original wording).,high,fact,"No AU-specific rare-earth shipment-volume impact figure located (AU is itself a rare-earth miner via Lynas, but this pass did not locate AU import-dependency data for processed rare-earth magnet inputs specifically).",Substantially broadens this pass's earlier NdFeB-magnet-tariff record (Round 3) from a single-component/single-mechanism (Section 301 tariff) view to the full upstream mining-and-processing structural-dominance picture the issue's research chain explicitly asks for ('China structural supply advantage o cap nganh/process').
R166,2026-09-19,Global,"Multiple (humanoid, AMR, cobot)",unknown,unknown,N/A,Compute / controller,"Robot simulation / development software (digital twin, synthetic training data)",unknown,unknown,"NVIDIA (US, Isaac Sim on Omniverse; Isaac ROS built on open-source ROS 2)",US (NVIDIA),unknown,unknown,"NVIDIA Isaac Sim (built on Omniverse) provides GPU-accelerated physics simulation, multi-sensor RTX rendering, synthetic data generation, reinforcement learning and ROS 2 integration for developing AMRs, robot arms/manipulators and humanoids; Isaac ROS is built on the open-source ROS 2 framework used by 'millions of developers'; GTC 2026 announced an early Isaac Sim 6.0 release with enhanced ROS 2 Jazzy support, new 'Robot Inspector'/'Robot Poser' developer tools, and a new physics engine ('Newton') released publicly.",https://developer.nvidia.com/isaac,company official site / developer platform,2026-03,Paraphrase captured directly in the Raw claim / fact column above (see Source URL for original wording).,high,fact,"Software/simulation-tooling layer, not a physical-component supply-chain fact -- included as Compute/controller-adjacent tooling per the issue's chain including 'Compute/controller' broadly; no China-based competitor simulation platform identified in this search round.",
R167,2026-09-19,US,Agriculture robot,Row-crop and specialty-crop farm operators,Labor-shortage-driven automation demand,N/A,unknown,unknown,unknown,unknown,unknown,unknown,unknown,"An estimated 2.4 million agricultural jobs were open in the US in 2024, with 56% of farmers reporting labor shortages; a NC State labor economist frames immigration policy as only the short-term lever and automation as the necessary long-term solution given rising labor costs and political bottlenecks around guest-worker programs; automation's own adoption friction is flagged: initial investment cost can be prohibitive for small/mid-sized (particularly organic) operations.","US farm-labor shortage is explicitly and repeatedly named in agricultural-policy sources as the primary demand driver behind agricultural-robot adoption (weeding, harvesting, irrigation, crop monitoring), directly reinforcing this pass's earlier Carbon Robotics/Harvest CROO/FarmWise records (Round 2) with the underlying labor-economics driver rather than just the product-level adoption facts.",https://news.ncsu.edu/2026/09/policy-and-automation-are-key-solutions-to-ag-labor-shortages/,university / research institution publication,2026-09,Paraphrase captured directly in the Raw claim / fact column above (see Source URL for original wording).,medium,fact,No equivalent AU farm-labor-shortage quantification located in this specific search round for direct US/AU comparison.,"Demand-side driver record (labor shortage -> automation demand), distinct from the supply-side friction records elsewhere in this dataset -- both are explicitly requested by the issue's research chain ('Buyer/User -> Use case')."
R168,2026-09-19,US,Maker / hobby / education robot,unknown,unknown,N/A,unknown,Electronic component distribution (hobbyist/prototype-quantity sourcing),unknown,unknown,"Digi-Key (US, Thief River Falls MN); Mouser Electronics (US, Mansfield TX)","US (Digi-Key, Mouser -- both US-headquartered, globally shipping distributors)",unknown,unknown,"Digi-Key and Mouser are named as the two largest electronic-component distributors serving hobbyists/prototypers, both offering same-day shipping to 180+ countries and no-minimum-order-quantity purchasing (suited to single-unit maker/prototype needs, unlike bulk-only industrial distribution); during the semiconductor chip shortage, Mouser added 130+ new semiconductor/component-manufacturer lines to widen substitute-part availability, and Digi-Key expanded its Product Distribution Center by 2.2 million sq ft to meet demand.",https://electronics360.globalspec.com/article/18708/mouser-now-stocking-electronic-components-from-36-new-vendors,industry publication,unknown,Paraphrase captured directly in the Raw claim / fact column above (see Source URL for original wording).,medium,fact,No AU-based equivalent hobbyist-scale component distributor identified with comparable scale/shipping-speed data.,Directly extends the maker/hobby view's electronics-sourcing-infrastructure coverage (complementing the Arduino/Raspberry Pi record from Round 7) with the distribution-channel layer between component manufacturer and hobbyist builder.
R169,2026-09-19,Global,Multiple,Manufacturing sector (cross-country),Industrial robot density (primary IFR comparison data),N/A,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,"South Korea has the world's highest robot density at 1,220 robots per 10,000 manufacturing employees (7% average annual growth since 2019); Germany ranks 3rd globally at 449; Japan is close behind at 446; Western Europe overall reached a record 267 robots/10,000 employees in 2024 vs North America's 204 and Asia's 131; China's robot density is 166/10,000 employees, growing 17% YoY. (Cross-reference: this pass's earlier US-specific record, Round 5, put US density at 307/10,000 manufacturing employees -- both figures are IFR-sourced but from different reports/base populations and are kept as separate records rather than reconciled, per the raw-data rule, since the exact denominator population may differ between 'US manufacturing employees' and the cross-country comparison set.)",https://ifr.org/ifr-press-releases/news/global-robotics-race-korea-singapore-and-germany-in-the-lead,industry standards body (IFR),2026,Paraphrase captured directly in the Raw claim / fact column above (see Source URL for original wording).,high,fact,"Australia's robot density figure specifically was not located/reported in this IFR release -- AU is notably absent from the named top-automated economies (Korea, Singapore, Germany, Japan, Taiwan), a real and notable AU coverage gap given the issue's AU focus.","Places the US's 307/10,000 density figure (Round 5) into international context; explicitly flags that Australia's density is not disclosed in the located IFR release -- a genuine AU data gap, not silently omitted."
R170,2026-09-19,AU,Multiple,Manufacturing/logistics/warehouse employers,Robotics/automation workforce training response,N/A,unknown,unknown,unknown,unknown,unknown,unknown,unknown,"Australian Industry Group's 2026 Industry Outlook found more businesses expect workforce shortages to worsen in 2026 than in 2025, concentrated at the skilled end (technicians, trades, engineers) at rates barely improved from pandemic-peak levels; existing vocational training is flagged as not consistently preparing workers for automated systems/warehouse-management platforms, requiring employers to invest in additional training.",AU government policy response includes: JobTrainer Fund allocations for logistics-specific qualifications; an Industry Reference Committee developing new competency standards; regional skills-training programs and warehouse-automation apprenticeship pathways; a March 2026 A$66M Cooperative Research Centres Projects grant round (27 projects) with Round 18 explicitly prioritizing robotics/automation; and a broader A$1.2B Digital Economy Strategy that includes robotics workforce development and digital-skills training.,https://austlogistics.com.au/wp-content/uploads/2026/04/Submission-260428-2026-Draft-Industry-Skill-Australia-Workforce-Planning.pdf,industry association submission / government-adjacent policy document,2026-04,Paraphrase captured directly in the Raw claim / fact column above (see Source URL for original wording).,medium,fact,"No quantified AU-specific 'unfilled robotics/automation jobs' figure comparable to the US's 500,000/1.9M figures (Round 4) was located.","Directly mirrors this pass's Round 4 US-workforce-shortage record with an AU-side equivalent -- both a friction (skills shortage) and a policy response (funding programs), closing a structural gap in the US/AU-parallel evidence base."
R171,2026-09-19,Global,AMR / warehouse / logistics,unknown,unknown,N/A,Power,Charging dock / docking station (auto-align fleet charging),unknown,unknown,"Phihong (TW/US); Hai Robotics (CN, HaiCharger); Nyobolt (UK, fast-charge battery+dock); Delta-Q Technologies (CA); Hikrobot (CN)","Taiwan/US (Phihong); China (Hai Robotics, Hikrobot); UK (Nyobolt); Canada (Delta-Q)",unknown,unknown,"AMR/AGV fleet-charging docks use auto-align self-navigation to connect robots to a charging interface without human input; smart docks tune output based on state-of-charge, temperature and battery chemistry; Hikrobot's AMRs are cited as achieving millimeter-level docking precision with production-line equipment; Nyobolt's fast-charging batteries enable near-continuous (up to 100% uptime) operation via in-process/opportunity charging rather than scheduled downtime charging.",https://www.phihong.com/best-guide-to-robotic-docking-and-charging-stations-how-manufacturers-design-modular-solutions-for-amrs-agvs-autonomous-robots-and-warehouse-robots/,company official site / industry publication,unknown,Paraphrase captured directly in the Raw claim / fact column above (see Source URL for original wording).,low,supplier-claimed,No US-based AMR-charging-dock manufacturer with comparable named market presence identified in this search round.,Extends the Power subsystem (Round 4 battery-pack record) with the charging-infrastructure component specifically named in real AMR deployment contexts.
